D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
0,0,20,7.5,0,0,0,0,0,27.5,1.447631782,860,-21.725,0,55.9450625,86.9166825,1729.38811,87.89285,35,20,35,55,0,0,-1.32975,87.71157,0,0,130.775,97.5,2172.4575,35,39.551615,0,152.5,589.053,1059.05,20,-7.6909842,2,0,High
10,0,2.5,13.5,10,0,0,0,0,36,1.443519984,1740,-34.14,0,145.1640815,150.3067385,3878.8127975,115.5912625,109.5,2.5,99.5,102,0,0,-1.2175,183.0244,0,0,272.86,205,4392.317,89.5,88.9386965,0,307,1118.5335,1449.075,12.5,-7.6412444,2,0,High
0,0,0,0,0,11,0,0,13,24,1.441278514,1222,-25.85,0,92.875908,114.778107,3004.936031,80.020178,72,26,48,74,0,0,-0.851700000000001,128.249864,0,0,190.15,142,3075.584,48,63.087158,0,216,817.1483,1227.77,26,-8.594224,2,0,High
10,2.5,17.5,2.5,0,0,0,0,0,32.5,1.439036132,1275,-26.175,0,95.91015,125.2504875,2630.7894725,103.7435625,70,20,60,77.5,0,0,-3.72875,135.0258925,0,0,198.825,147.5,3216.325,50,62.642745,10,225,877.079,1258.15,27.5,-7.7239847,2,0,High
24.5,2.5,2.5,2.5,0,0,0,0,0,32,1.437151935,1681.5,-26.36,0,145.5124545,154.0878025,3513.3188805,101.99703,113,5,88.5,91,0,0,3.0776,187.179577,0,0,268.64,204,4226.337,64,89.812179,24.5,295,1166.2805,1078.7,27,-8.217104,2,0,High
17,7.5,0,0,0,0,0,0,0,24.5,1.430199397,1314,-20.335,0,117.4028595,115.48667,2710.726028,77.64843,90.5,7.5,73.5,73.5,0,0,-0.23065,143.3283345,0,0,209.665,156.5,3305.032,56.5,69.3520965,17,230,891.8985,896.375,17,-8.620229,2,0,High
0,10,10,13.5,0,0,0,2.5,0,36,1.428614705,1435,-30.79,0,115.305564,113.074766,3144.9630525,112.080705,74.5,20,72,82,0,0,8.37475,147.22021,2.5,2.5,218.9496925,172.5,3628.9995,72,71.506069,0,254.5,954.6245,1317,10,-7.59066,2,0,High
7.5,7.5,0,0,0,7.5,0,0,7.5,30,1.428082321,1537.5,-28.275,0,128.29383,137.1204975,3418.6971375,97.2386625,97.5,22.5,75,90,0,0,-0.234750000000002,162.71688,0,0,241.725,180,3867.03,67.5,79.6674525,7.5,270,1024.81425,1329.15,22.5,-8.295207,2,0,High
10,2.5,2.5,17.5,0,0,0,0,0,32.5,1.426470461,1455,-26.175,0,124.116345,122.5338525,2904.3285275,103.2649875,85,5,75,77.5,0,0,12.43825,158.0959525,0,0,228.825,177.5,3651.895,65,76.31121,10,255,988.658,1006.3,12.5,-7.764524,2,0,High
17,0,7.5,0,0,0,0,0,0,24.5,1.424880468,1179,-20.035,0,96.323742,114.33599,2487.5172605,78.3487425,75.5,7.5,58.5,66,0,0,-0.60715,130.635897,0,0,187.465,141.5,2967.2545,41.5,61.6994565,17,207.5,825.5205,870.575,24.5,-8.434763,2,0,High
17.5,2.5,10,2.5,0,0,0,0,0,32.5,1.419341184,1492.5,-26.475,0,121.9600125,140.9965125,3102.247805,103.6690125,92.5,12.5,75,85,0,0,-0.29675,162.71833,0,0,236.025,177.5,3757.1275,57.5,77.0035875,17.5,262.5,1031.681,1176.475,27.5,-7.910325,2,0,High
10,2.5,15.5,2.5,0,0,0,0,0,30.5,1.419264797,1219,-24.595,0,92.867098,118.8304875,2514.9626665,97.3339525,68,18,58,73.5,0,0,-3.04415,129.4857805,0,0,190.405,141.5,3074.167,48,60.263299,10,215,838.2962,1171.97,25.5,-7.982676,2,0,High
10,0,0,2.5,0,0,0,13.5,2.5,28.5,1.415383798,1632,-34.77,0,126.142121,106.8369615,5322.61499,81.2015045,93,5,67,72,0,0,25.7898,177.9874495,13.5,13.5,241.5243395,230,4192.018,57,91.558924,10,302,1175.00025,923.275,15,-8.861466,2,0,High
2.5,10,19.5,2.5,0,0,0,0,0,34.5,1.414719809,1248.5,-27.755,0,93.982457,117.0751425,2498.3667135,109.52741,64.5,29.5,62,81.5,0,0,-7.46885,125.5660045,0,0,192.245,138.5,3155.458,59.5,58.3139885,2.5,220,827.6378,1451.805,22,-7.5856733,2,0,High
7.5,20,0,0,0,0,0,0,0,27.5,1.411689954,1347.5,-22.825,0,124.1028075,107.089505,2659.300295,86.1900875,90,20,82.5,82.5,0,0,-4.97725,137.7154775,0,0,212.175,152.5,3396.215,75,67.485265,7.5,235,864.8735,1172.1,7.5,-8.607307,2,0,High
2.5,15.5,10,2.5,0,0,0,0,0,30.5,1.408465787,1235.5,-24.815,0,103.3543725,105.0789745,2430.399531,96.1946275,71.5,25.5,69,79,0,0,-5.82355,123.793568,0,0,191.685,137.5,3118.8455,66.5,59.1670325,2.5,216.5,798.7494,1298.365,12.5,-8.375183,2,0,High
0,19.5,2.5,0,0,2.5,0,0,10,34.5,1.407862705,1597,-33.335,0,135.1304725,131.648408,3537.0813165,110.72974,98.5,42,86,108.5,0,0,-15.3837,157.509207,0,0,247.665,172.5,4043.697,86,76.9723,0,281,1013.1896,1802.71,22.5,-7.917127,2,0,High
0,13.5,10,0,0,2.5,2.5,0,0,28.5,1.40580523,1216,-25.505,0,98.52076,99.5867965,2758.1021245,87.638965,70.5,23.5,63,73,0,0,0.549149999999999,122.1816485,2.5,2.5,185.199415,142.5,3079.3185,63,59.8685575,0,215.5,797.8958,1213.63,10,-8.660373,2,0,High
2.5,2.5,0,0,0,10,0,0,19.5,34.5,1.405720894,1752.5,-37.79,0,135.818145,160.8625455,4342.8822045,114.524748,106,41.5,74,113,0,0,-10.63495,181.4315295,0,0,272.71,197.5,4428.5195,71.5,88.6980055,2.5,310.5,1162.37845,1867.53,41.5,-7.5715294,2,0,High
0,8.25,1.25,1.25,0,5,0,0,0,15.75,1.405552678,724.5,-12.7725,0,62.51934,60.92136175,1418.31253775,50.00393375,43.5,9.5,38.5,39.75,0,0,4.939675,75.08934325,0,0,113.2275,86.25,1812.807,38.5,37.130445,0,126,470.7416,602.11,1.25,-8.400353,2,0,High
2.5,19.5,10,2.5,0,0,0,0,0,34.5,1.402321705,1419.5,-28.135,0,120.6826725,118.5326705,2781.097819,108.6403475,83.5,29.5,81,91,0,0,-6.99195,141.643092,0,0,220.365,157.5,3583.3095,78.5,68.0073325,2.5,248.5,911.7166,1484.485,12.5,-7.966225,2,0,High
10,14.5,10,2.5,0,0,0,0,0,37,1.401296268,1617,-30.21,0,136.483605,141.5365755,3248.533814,117.044685,98.5,24.5,88.5,98.5,0,0,-4.6667,167.7990445,0,0,253.29,185,4076.6245,78.5,80.2407225,10,283.5,1070.5451,1493.335,20,-7.5420036,2,0,High
0,2.5,17.5,2.5,0,0,0,10,0,32.5,1.393707978,1325,-33.575,0,89.33525,97.9577775,4067.3131825,96.1317325,60,20,50,67.5,0,0,14.27625,137.3502025,10,10,192.38377,177.5,3406.345,50,68.178565,0,245,941.379,1199.15,17.5,-8.715185,2,0,High
15.5,10,0,0,0,2.5,0,0,2.5,30.5,1.389150761,1598.5,-26.44,0,140.1881055,139.9556225,3367.1936845,97.2818575,107,15,86.5,91.5,0,0,-0.7701,171.7177705,0,0,253.56,188.5,4021.298,71,83.489906,15.5,280,1073.48325,1210.625,20.5,-8.360896,2,0,High
16.5,2.5,10,2.5,0,0,0,0,0,31.5,1.388442904,1435.5,-25.645,0,116.9651715,135.6870425,2981.473291,100.4741475,88.5,12.5,72,82,0,0,-0.41205,156.255949,0,0,226.855,170.5,3613.9415,55.5,73.8990855,16.5,252.5,991.676,1144.275,26.5,-8.012067,2,0,High
24,0,0,0,0,0,0,0,0,24,1.3882774,1368,-19.92,0,119.876184,127.42728,2898.588336,76.67676,96,0,72,72,0,0,2.7672,155.097144,0,0,220.08,168,3436.464,48,74.508048,24,240,960.12,772.8,24,-8.630882,2,0,High
0,10,13.5,0,0,10,2.5,0,0,36,1.386287908,1543,-31.29,0,119.6219235,137.1115625,3445.066368,112.509535,86,23.5,71,84.5,0,0,10.66045,160.3990935,2.5,2.5,236.414415,188,3882.9715,71,78.4732955,0,272.5,1036.8744,1398.84,13.5,-7.7474775,2,0,High
0,2.5,13.5,10,0,0,0,10,0,36,1.370091142,1513,-36.34,0,108.7636885,107.83446,4406.7796205,107.1092625,71,16,61,74.5,0,0,21.1617,158.5804285,10,10,222.11877,203,3872.9065,61,79.176828,0,277.5,1065.0384,1224.04,13.5,-7.968669,2,0,High
2.5,0,0,10,0,0,0,10,10,32.5,1.36926851,1662.5,-38.875,0,126.4185025,114.713965,5126.632745,97.9165725,90,20,67.5,87.5,0,0,14.54025,175.0387825,10,10,247.08377,217.5,4262.325,65,88.861175,2.5,305,1156.6735,1328.4,22.5,-8.009923,2,0,High
2.5,15.5,10,2.5,0,0,0,0,0,30.5,1.369043661,1235.5,-24.815,0,103.3543725,105.0789745,2430.399531,96.1946275,71.5,25.5,69,79,0,0,-5.82355,123.793568,0,0,191.685,137.5,3118.8455,66.5,59.1670325,2.5,216.5,798.7494,1298.365,12.5,-8.375183,2,0,High
2.5,2.5,0,0,0,23.5,0,0,2.5,31,1.368023684,1604.5,-26.015,0,129.391248,152.2797325,3354.7250505,101.1354085,95.5,7.5,67,72,0,0,28.72535,177.832591,0,0,252.985,207,3980.601,64.5,88.6485335,2.5,279,1097.47875,995.35,7.5,-8.398027,2,0,High
23.5,2.5,2.5,2.5,0,0,0,0,0,31,1.364253892,1624.5,-25.53,0,140.5176135,148.7783325,3392.5443665,98.802165,109,5,85.5,88,0,0,2.9623,180.717196,0,0,259.47,197,4083.151,62,86.707677,23.5,285,1126.2755,1046.5,26,-8.306228,2,0,High
10,0,10,2.5,10,0,0,0,0,32.5,1.362226581,1510,-31.375,0,119.1541975,141.0639375,3475.52058,104.7254,95,10,85,95,0,0,-11.87525,156.41116,0,0,236.125,172.5,3824.1225,75,74.751125,0,267.5,968.839,1482.95,20,-8.016138,2,0,High
2.5,2.5,0,0,0,21.5,0,0,2.5,29,1.349491135,1500.5,-24.435,0,121.141092,142.1299325,3143.7574945,94.5904065,89.5,7.5,63,68,0,0,25.98215,166.061769,0,0,236.565,193,3724.259,60.5,82.7349415,2.5,261,1025.49075,942.75,7.5,-8.501262,2,0,High
10,10,2.5,10,0,0,0,0,0,32.5,1.347363723,1500,-26.475,0,131.092365,125.04285,2990.7677675,102.8039625,92.5,12.5,82.5,85,0,0,4.73125,159.25336,0,0,236.025,177.5,3771.8875,72.5,77.1296175,10,262.5,999.2465,1158.025,12.5,-8.01125,2,0,High
0,6.75,1.25,1.25,0,5,0,0,0,14.25,1.346949637,655.5,-11.5275,0,56.0212275,55.87622575,1286.80067975,45.33678875,39,8,34,35.25,0,0,5.377825,68.39577175,0,0,102.4725,78.75,1638.633,34,33.8153325,0,114,428.3789,532.315,1.25,-8.355269,2,0,High
0,13.5,10,0,0,2.5,0,0,10,36,1.34520438,1531,-34.28,0,120.5494675,135.542864,3445.384407,116.0971975,88,43.5,75.5,105.5,0,0,-16.19835,151.510341,0,0,236.22,165,3880.0935,75.5,72.6347725,0,270.5,989.1743,1846.705,30,-7.7292314,2,0,High
10,19.5,0,0,0,2.5,0,0,2.5,34.5,1.344882956,1722,-29.76,0,153.8711925,142.7060655,3535.8422915,109.268685,113.5,24.5,98.5,103.5,0,0,-4.1792,178.5672945,0,0,271.24,197.5,4336.877,88.5,87.4108575,10,301,1121.75285,1475.56,15,-7.883578,2,0,High
0,2.5,13.5,10,0,0,0,2.5,0,28.5,1.3432475,1048,-24.565,0,76.233556,88.4829675,2423.577983,88.8566475,48.5,16,46,59.5,0,0,6.7932,108.3693385,2.5,2.5,158.1746925,128,2656.4965,46,51.741198,0,187.5,716.7759,1026.79,13.5,-8.27224,2,0,High
0,2.5,10,19.5,0,0,0,2.5,0,34.5,1.34016115,1330,-29.305,0,103.2266355,106.022432,2944.2998025,107.78238,64,12.5,61.5,71.5,0,0,14.9785,139.6007125,2.5,2.5,202.4346925,165,3358.8315,61.5,67.5362305,0,236.5,903.791,1125.825,10,-7.8428154,2,0,High
0,0,13,11,0,0,0,0,0,24,1.338589505,804,-18.96,0,57.201167,75.047801,1590.516979,76.564365,35,13,35,48,0,0,3.6406,83.399388,0,0,123.04,94,2025.314,35,38.576893,0,142,547.2182,849.47,13,-8.0769825,2,0,High
11,0,0,0,0,0,0,13,0,24,1.337375218,1433,-29.54,0,111.328814,91.946757,4766.069159,66.781381,83,0,59,59,0,0,26.1737,158.118747,13,13,211.706401,207,3683.49,48,81.704614,11,266,1043.71,696.1,11,-8.942636,2,0,High
7.5,0,0,15,0,0,0,0,0,22.5,1.33508288,1027.5,-18.075,0,88.4903925,85.25439,2048.048955,71.5549875,60,0,52.5,52.5,0,0,11.89725,113.0887575,0,0,161.925,127.5,2575.65,45,54.798075,7.5,180,702.4875,636,7.5,-8.094693,2,0,High
2.5,10,0,0,0,2.5,0,0,13.5,28.5,1.334237406,1407.5,-30.17,0,115.4475225,120.8168415,3357.9526335,92.9985615,88,37,69.5,96.5,0,0,-15.7561,141.4463385,0,0,218.83,152.5,3569.321,67,68.991874,2.5,249,909.83035,1586.115,29.5,-8.438343,2,0,High
0,9.75,5,1.25,0,1.25,0,0,0,17.25,1.330934821,703.5,-14.0175,0,59.2541325,58.97312275,1371.4354895,54.41721875,40.5,14.75,39.25,44.25,0,0,-1.9256,70.1003335,0,0,108.9825,78.75,1772.886,39.25,33.81903375,0,123,450.84455,734.8675,5,-8.377801,2,0,High
0,0,0,0,0,7.5,0,0,17,24.5,1.326273672,1240,-28.365,0,93.053535,115.155713,3203.316492,82.1118605,73.5,34,49,83,0,0,-10.5567,127.1925695,0,0,192.135,137.5,3139.5095,49,62.142188,0,220.5,820.7737,1424.48,34,-8.5636215,2,0,High
2.5,16.5,0,0,0,2.5,0,0,10,31.5,1.325712252,1531.5,-30.945,0,130.817535,126.806811,3431.210378,101.3706,97,36.5,82,102,0,0,-13.3634,153.3528765,0,0,238.555,167.5,3875.6165,79.5,75.1290225,2.5,269.5,979.9982,1635.895,22.5,-8.257004,2,0,High
0,14,10,0,0,0,0,0,0,24,1.322822341,924,-19.52,0,75.86431,79.187936,1806.578038,75.60807,52,24,52,62,0,0,-7.5124,90.173894,0,0,142.48,100,2336.414,52,42.83828,0,162,589.2992,1082.32,10,-8.429169,2,0,High
10,0,0,0,0,14,0,0,0,24,1.319936374,1298,-19.36,0,107.699502,124.1433,2684.518032,77.763664,82,0,58,58,0,0,20.3554,147.019564,0,0,206.64,168,3226.254,48,72.440164,10,226,903.966,690.2,10,-8.328656,2,0,High
17,0,7.5,0,0,0,0,0,0,24.5,1.318816744,1179,-20.035,0,96.323742,114.33599,2487.5172605,78.3487425,75.5,7.5,58.5,66,0,0,-0.60715,130.635897,0,0,187.465,141.5,2967.2545,41.5,61.6994565,17,207.5,825.5205,870.575,24.5,-8.434763,2,0,High
2.5,0,0,24.5,0,0,0,2.5,2.5,32,1.306791438,1402.5,-28.655,0,115.8126105,105.2693495,3183.39588,100.273315,74,5,66.5,71.5,0,0,20.03225,150.65398,2.5,2.5,215.5846925,177.5,3536.629,64,74.257223,2.5,249,954.43775,971.075,7.5,-7.9918513,2,0,High
15,0,0,0,0,7.5,0,0,0,22.5,1.304228808,1245,-18.375,0,105.8607,117.7038,2602.746045,72.4667325,82.5,0,60,60,0,0,12.0165,141.0762975,0,0,199.125,157.5,3109.0725,45,68.7435,15,217.5,870.03,680.25,15,-8.533696,2,0,High
20,0,0,0,0,0,0,7.5,0,27.5,1.30376047,1605,-28.375,0,132.4269525,125.5408925,4398.6919175,82.149915,102.5,0,75,75,0,0,16.6745,179.45871,7.5,7.5,247.3440775,215,4080.13,55,89.52567,20,290,1148.3625,841.25,20,-8.451527,2,0,High
0,2.5,17.5,10,0,0,0,2.5,0,32.5,1.3003628,1160,-27.725,0,82.31966,101.3229675,2655.231595,101.6758675,52.5,20,50,67.5,0,0,5.424,119.4495625,2.5,2.5,175.0146925,140,2940.8125,50,56.50009,0,207.5,794.3415,1199.15,17.5,-7.942434,2,0,High
0,13.5,2.5,0,0,2.5,0,0,10,28.5,1.299142667,1321,-28.355,0,109.1380225,111.467864,3011.0338845,92.06116,80.5,36,68,90.5,0,0,-13.6311,130.734921,0,0,204.645,142.5,3347.001,68,63.71185,0,233,843.7388,1523.53,22.5,-8.458862,1,4,Medium
7.5,0,17,0,0,0,0,0,0,24.5,1.297173944,903.5,-19.655,0,63.3272495,94.391025,1890.336706,78.4431725,47,17,39.5,56.5,0,0,-4.95435,95.5588095,0,0,140.345,103.5,2282.238,32,43.509056,7.5,160,629.6913,974.03,24.5,-7.9454465,1,4,Medium
15,0,0,7.5,0,0,0,0,0,22.5,1.294643907,1155,-18.375,0,100.4371575,102.3587325,2382.73776,71.719725,75,0,60,60,0,0,7.24575,129.246165,0,0,184.125,142.5,2898.6675,45,62.324685,15,202.5,801.3,680.25,15,-8.34432,1,4,Medium
2.5,13.5,0,0,0,2.5,0,0,10,28.5,1.292410416,1393.5,-28.455,0,117.82131,116.716539,3168.186662,92.03631,88,33.5,73,93,0,0,-12.4871,139.9657335,0,0,217.045,152.5,3527.2685,70.5,68.4987975,2.5,245.5,895.2728,1496.305,22.5,-8.424107,1,4,Medium
0,1.25,1.25,5,0,9.75,0,0,0,17.25,1.289430992,799.5,-13.6775,0,64.54620675,72.84151,1591.19850425,55.6666785,44.25,2.5,34.5,35.75,0,0,16.2576,87.9636035,0,0,125.3225,103.25,1984.246,34.5,43.5832785,0,139,544.633,499.95,1.25,-8.33972,1,4,Medium
0,10,10,10,0,0,0,2.5,0,32.5,1.286650805,1295,-28.025,0,103.3987775,102.4736475,2878.4403625,100.975555,67.5,20,65,75,0,0,5.8005,132.142,2.5,2.5,197.2146925,155,3278.59,65,64.15273,0,230,860.7195,1224.95,10,-8.09927,1,4,Medium
7.5,7.5,0,0,0,7.5,0,0,7.5,30,1.282421926,1537.5,-28.275,0,128.29383,137.1204975,3418.6971375,97.2386625,97.5,22.5,75,90,0,0,-0.234750000000002,162.71688,0,0,241.725,180,3867.03,67.5,79.6674525,7.5,270,1024.81425,1329.15,22.5,-8.295207,1,4,Medium
20,7.5,0,0,0,0,0,0,0,27.5,1.27694763,1485,-22.825,0,132.3873825,131.41508,3073.04957,87.233025,102.5,7.5,82.5,82.5,0,0,0.11525,162.7154775,0,0,237.175,177.5,3734.59,62.5,78.6656025,20,260,1011.9135,992.975,20,-8.496294,1,4,Medium
21.5,2.5,2.5,2.5,0,0,0,0,0,29,1.273061318,1510.5,-23.87,0,130.5279315,138.1593925,3150.9953385,92.412435,101,5,79.5,82,0,0,2.7317,167.792434,0,0,241.13,183,3796.779,58,80.498673,21.5,265,1046.2655,982.1,24,-8.380201,1,4,Medium
10,0,13.5,2.5,2.5,0,0,0,0,28.5,1.270596037,1188,-24.24,0,90.3652785,116.07618,2554.5164455,91.34488,68.5,13.5,58.5,72,0,0,-4.4903,126.118876,0,0,185.76,138,2999.514,48.5,58.997788,7.5,210,805.8589,1135.54,23.5,-8.251618,1,4,Medium
10,13.5,0,0,2.5,2.5,0,0,0,28.5,1.270596037,1461,-24.78,0,130.1155375,123.2624265,3029.628322,90.33332,98,13.5,85.5,85.5,0,0,-2.22235,152.908641,0,0,230.72,170,3677.6485,75.5,74.912145,7.5,255.5,948.2493,1181.98,10,-8.517782,1,4,Medium
7.5,0,0,7.5,0,0,0,7.5,7.5,30,1.269612591,1567.5,-33.825,0,122.9098575,115.9012425,4524.3312,91.408545,90,15,67.5,82.5,0,0,11.55375,167.62998,7.5,7.5,236.8940775,202.5,4002.165,60,84.108705,7.5,285,1092.53325,1177.425,22.5,-8.370072,1,4,Medium
2.5,0,13.5,0,0,10,2.5,0,0,28.5,1.266686332,1225.5,-25.065,0,88.788276,116.7509975,2870.256933,89.3823975,66,13.5,48.5,62,0,0,13.8697,131.931236,2.5,2.5,187.639415,155.5,3079.7765,46,64.1338005,2.5,217.5,854.4689,1014.04,16,-8.553074,1,4,Medium
0,10,2.5,0,0,2.5,0,0,17.5,32.5,1.265929455,1535,-35.35,0,121.379635,133.7079225,3768.37354,106.5688475,92.5,47.5,72.5,110,0,0,-21.8045,151.75717,0,0,237.15,162.5,3901.5775,72.5,73.6087425,0,272.5,987.90075,1902.1,37.5,-8.20991,1,4,Medium
7.5,0,0,0,0,20,0,0,0,27.5,1.262563076,1467.5,-22.025,0,119.9628675,141.319025,3015.484415,89.4115075,90,0,62.5,62.5,0,0,28.29675,166.1760775,0,0,232.975,192.5,3637.315,55,82.419685,7.5,255,1019.9175,767.5,7.5,-8.252378,1,4,Medium
11,0,0,0,0,13,0,0,0,24,1.25943362,1303,-19.4,0,108.569265,124.37787,2699.808768,77.686028,83,0,59,59,0,0,19.0991,147.596534,0,0,207.6,168,3241.269,48,72.58787,11,227,907.977,696.1,11,-8.340825,1,4,Medium
10,13.5,0,0,0,2.5,0,0,10,36,1.257983766,1821,-34.68,0,155.2826175,156.537564,4073.995517,115.9977975,118,33.5,95.5,115.5,0,0,-11.62235,188.433591,0,0,285.82,205,4601.1635,85.5,91.7825625,10,320.5,1195.3103,1737.805,30,-7.504473,1,4,Medium
0,2.5,2.5,21.5,0,0,0,2.5,0,29,1.257932163,1200,-24.96,0,98.6190685,88.005214,2662.24796,90.0921425,60.5,5,58,60.5,0,0,19.01675,127.4414125,2.5,2.5,183.2796925,152.5,3025.973,58,62.815216,0,213,812.0155,855.25,2.5,-8.076534,1,4,Medium
0,2.5,10,13.5,0,0,0,2.5,0,28.5,1.254315113,1090,-24.565,0,82.8150015,87.849086,2487.4037625,88.74498,52,12.5,49.5,59.5,0,0,10.5655,113.7523525,2.5,2.5,165.1746925,135,2758.1295,49.5,54.9305065,0,194.5,742.811,968.025,10,-8.27149,1,4,Medium
15,7.5,0,0,0,0,0,0,0,22.5,1.25408801,1200,-18.675,0,107.4131775,104.86773,2469.177,71.2587,82.5,7.5,67.5,67.5,0,0,-0.46125,130.4035725,0,0,191.325,142.5,3018.66,52.5,63.1430925,15,210,811.8885,831.975,15,-8.63408,1,4,Medium
10,0,0,2.5,0,0,0,13.5,10,36,1.252705917,2007,-44.67,0,153.545996,140.849004,6386.8156475,106.599197,115.5,20,82,102,0,0,16.59405,214.628032,13.5,13.5,299.1243395,267.5,5153.0005,72,109.191079,10,369.5,1418.0085,1464.7,30,-7.680546,1,4,Medium
17,0,0,7.5,0,0,0,0,0,24.5,1.250634841,1269,-20.035,0,110.4268395,112.9776725,2624.286788,78.109455,83,0,66,66,0,0,7.47635,142.170927,0,0,202.465,156.5,3185.0395,49,68.533689,17,222.5,881.31,744.65,17,-8.363167,1,4,Medium
0,0,15,7.5,0,0,0,0,0,22.5,1.248459428,720,-17.775,0,48.3374325,70.8666825,1439.821095,71.868825,30,15,30,45,0,0,0.38175,73.86129,0,0,109.725,82.5,1817.0625,30,33.603,0,127.5,492.096,843.6,15,-7.8454366,1,4,Medium
2.5,0,0,10,0,0,0,10,13.5,36,1.240658851,1837.5,-43.495,0,139.2069775,130.5862515,5623.2597185,109.768829,100.5,27,74.5,101.5,0,0,10.2489,192.137721,10,10,273.96377,235,4710.7835,72,97.089514,2.5,336.5,1270.07735,1581.065,29.5,-7.5822353,1,4,Medium
2.5,10,0,0,17.5,2.5,0,0,0,32.5,1.237260799,1712.5,-35.45,0,145.7204875,144.1149325,4064.360555,104.6765025,117.5,10,112.5,112.5,0,0,-19.23075,168.79741,0,0,267.05,190,4344.1175,110,83.7278525,-15,302.5,1011.0655,1774.075,2.5,-8.184286,1,4,Medium
2.5,2.5,0,0,0,15.5,0,0,10,30.5,1.236594214,1563.5,-29.595,0,123.794499,145.692575,3575.055484,100.353093,94,22.5,66,86,0,0,8.5568,167.3898855,0,0,244.905,188.5,3916.2155,63.5,82.6263205,2.5,274.5,1052.535,1326.375,22.5,-8.195448,1,4,Medium
2.5,0,0,10,0,0,0,2.5,15.5,30.5,1.236122085,1472.5,-34.36,0,113.984545,120.304637,3923.844923,98.288932,84,31,63.5,94.5,0,0,-6.5718,151.697453,2.5,2.5,225.3796925,170,3750.6355,61,74.355792,2.5,264.5,986.61705,1528.195,33.5,-8.09484,1,4,Medium
10,0,17.5,2.5,2.5,0,0,0,0,32.5,1.234660256,1300,-27.4,0,96.4513825,128.91618,2786.1700575,104.1641,72.5,17.5,62.5,80,0,0,-5.8595,137.1991,0,0,202.6,150,3283.83,52.5,63.75668,7.5,230,883.4245,1307.9,27.5,-7.8332133,1,4,Medium
10,17.5,0,0,2.5,2.5,0,0,0,32.5,1.234660256,1645,-28.1,0,147.4438375,136.7161225,3380.32661,102.77904,110,17.5,97.5,97.5,0,0,-3.39075,170.758165,0,0,259.4,190,4142.1125,87.5,83.752445,7.5,287.5,1061.2165,1368.1,10,-8.17951,1,4,Medium
0,7.5,7.5,7.5,0,0,0,7.5,0,30,1.228106184,1320,-29.85,0,101.9466825,91.368855,3646.2315,89.4211275,67.5,15,60,67.5,0,0,15.12675,136.7648175,7.5,7.5,195.8690775,172.5,3371.25,60,68.69127,0,240,906.7365,1066.65,7.5,-8.82405,1,4,Medium
0,2.5,2.5,0,0,2.5,0,0,21.5,29,1.227453935,1390,-34.405,0,103.5044725,126.6219985,3678.387934,96.7785585,82,48,58,103.5,0,0,-24.51815,137.8309565,0,0,214.095,145,3543.2315,58,66.436996,0,248.5,905.69165,1841.885,45.5,-8.811471,1,4,Medium
0,10,3.75,0,0,0,0,0,0,13.75,1.226650172,565,-11.2625,0,49.0264725,45.67174,1093.92098125,43.13231875,33.75,13.75,33.75,37.5,0,0,-4.204625,55.01152,0,0,87.4875,61.25,1427.70625,33.75,26.56221125,0,98.75,355.13575,626.8875,3.75,-8.347457,1,4,Medium
17,0,0,0,0,0,0,7.5,0,24.5,1.219640676,1434,-25.885,0,117.4424295,109.6124825,4036.3683755,72.56532,90.5,0,66,66,0,0,16.3286,160.071567,7.5,7.5,219.8340775,194,3650.572,49,80.212164,17,260,1028.3475,744.65,17,-8.703818,1,4,Medium
0,0,7.5,17,0,0,0,0,0,24.5,1.215825428,890,-19.355,0,69.244408,75.566147,1728.8893025,77.9753375,41.5,7.5,41.5,49,0,0,9.93625,94.01244,0,0,137.145,107.5,2235.0815,41.5,44.6391405,0,156.5,601.5455,770.275,7.5,-8.054464,1,4,Medium
2.5,0,2.5,23.5,2.5,0,0,0,0,31,1.211783916,1292.5,-25.915,0,107.607904,104.551866,2610.7962975,98.7614375,69.5,2.5,67,69.5,0,0,13.85575,137.6496625,0,0,201.085,157.5,3246.207,64.5,66.747104,0,227,855.946,972.35,5,-7.992735,1,4,Medium
22,0,0,0,0,0,0,0,0,22,1.211533656,1254,-18.26,0,109.886502,116.80834,2657.039308,70.28703,88,0,66,66,0,0,2.5366,142.172382,0,0,201.74,154,3150.092,44,68.299044,22,220,880.11,708.4,22,-8.615679,1,4,Medium
7.5,20,0,0,0,0,0,0,0,27.5,1.207148827,1347.5,-22.825,0,124.1028075,107.089505,2659.300295,86.1900875,90,20,82.5,82.5,0,0,-4.97725,137.7154775,0,0,212.175,152.5,3396.215,75,67.485265,7.5,235,864.8735,1172.1,7.5,-8.607307,1,4,Medium
