D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
0,24,0,0,0,0,0,0,0,24,1.016409233,1104,-19.92,0,103.9698,80.722176,2104.189728,74.67432,72,24,72,72,0,0,-7.0104,107.097144,0,0,172.08,120,2786.784,72,53.0418,0,192,677.8032,1116.72,0,-8.527592,1,4,Medium
2.5,0,0,10,0,0,0,2.5,13.5,28.5,1.015179899,1372.5,-31.72,0,106.676845,111.234759,3640.058081,91.516214,78,27,59.5,86.5,0,0,-4.1196,141.926631,2.5,2.5,210.0196925,160,3494.3735,57,69.653884,2.5,246.5,921.81485,1383.815,29.5,-8.3548355,1,4,Medium
10,17.5,2.5,2.5,0,0,0,0,0,32.5,1.015084291,1545,-26.775,0,138.068385,127.5518475,3077.2070075,102.3429375,100,20,90,92.5,0,0,-2.97575,160.4107675,0,0,243.225,177.5,3891.88,80,77.948025,10,270,1009.835,1309.75,12.5,-8.246754,1,4,Medium
0,5,6.25,5,0,1.25,0,0,0,17.5,1.014195815,670,-14.025,0,53.335955,58.3677,1312.93305125,55.5423075,35,11.25,33.75,40,0,0,1.792125,68.52181875,0,0,103.475,77.5,1685.6225,33.75,32.68690875,0,117.5,441.54775,666.3375,6.25,-8.242282,1,4,Medium
0,5,7.25,5,0,1.25,0,0,0,18.5,1.013925854,698,-14.815,0,54.857481,61.5777,1370.84645425,58.7471125,36,12.25,34.75,42,0,0,1.449825,71.29187475,0,0,107.685,80.5,1756.7015,34.75,33.87663175,0,122.5,460.93915,709.4275,7.25,-8.247599,1,4,Medium
0,8.75,1.25,1.25,0,5,0,0,0,16.25,1.013731877,747.5,-13.1875,0,64.6853775,62.60307375,1462.14982375,51.55964875,45,10,40,41.25,0,0,4.793625,77.32053375,0,0,116.8125,88.75,1870.865,40,38.2354825,0,130,484.8625,625.375,1.25,-8.418022,1,4,Medium
7.5,0,0,20,0,0,0,0,0,27.5,1.01359801,1227.5,-22.025,0,105.5000875,100.398845,2428.795655,87.4194875,70,0,62.5,62.5,0,0,15.57475,134.6290575,0,0,192.975,152.5,3076.235,55,65.302845,7.5,215,836.6375,767.5,7.5,-8.028067,1,4,Medium
2.5,10,0,0,0,10,0,0,13.5,36,1.011618387,1797.5,-36.095,0,146.3856075,158.8785915,4149.0809685,117.542319,110.5,37,84.5,111.5,0,0,-5.4691,185.586921,0,0,280.405,205,4530.6035,82,91.167844,2.5,316.5,1179.78535,1783.365,29.5,-7.4728055,1,4,Medium
0,1.25,6.75,5,0,1.25,0,0,0,14.25,1.010445563,511.5,-11.3075,0,37.85143675,47.35986,1013.11010775,45.4768475,24.25,8,23,29.75,0,0,2.71635,53.172918,0,0,78.6925,60.25,1285.727,23,24.993989,0,90,345.3367,513.395,6.75,-8.060248,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,1.010367314,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
0,10,2.5,15.5,0,0,0,2.5,0,30.5,1.008870867,1305,-26.445,0,110.697997,95.057548,2862.91121,94.3904675,71,12.5,68.5,71,0,0,12.413,135.06091,2.5,2.5,199.7946925,160,3296.141,68.5,66.7850545,0,231,862.849,1046.425,2.5,-8.162845,1,4,Medium
0,7.5,0,0,0,0,0,0,17,24.5,1.008249753,1195,-28.665,0,94.6060125,102.319643,3069.747447,80.903828,73.5,41.5,56.5,90.5,0,0,-23.03445,116.5198445,0,0,184.335,122.5,3049.097,56.5,56.5417805,0,213,762.6322,1576.205,34,-8.745682,1,4,Medium
0,16.5,10,0,0,2.5,0,0,2.5,31.5,1.007786577,1294,-26.87,0,106.1418175,111.6210935,2644.2074655,100.033795,74.5,31.5,69.5,84.5,0,0,-7.8789,128.2569015,0,0,200.13,142.5,3267.459,69.5,61.6328425,0,227,830.89145,1444.87,15,-8.376636,1,4,Medium
0,3.75,0,0,0,8.5,0,0,0,12.25,1.006894475,614.5,-9.8275,0,51.30844425,55.74949,1225.391758,39.484121,36.75,3.75,28.25,28.25,0,0,10.563225,66.75992225,0,0,96.6725,78.25,1524.8885,28.25,33.42054725,0,106.5,411.85575,398.0375,0,-8.325733,1,4,Medium
0,7.75,5,1.25,0,1.25,0,0,0,15.25,1.006034279,611.5,-12.3575,0,50.5899825,52.24627475,1196.0863455,48.19435875,34.5,12.75,33.25,38.25,0,0,-1.3414,61.1755715,0,0,94.6425,68.75,1540.654,33.25,29.39888375,0,107,394.36095,641.8075,5,-8.314947,1,4,Medium
0,10,2.5,0,0,10,0,0,13.5,36,1.003879631,1725,-35.995,0,137.70232,153.6299165,3991.928191,117.567169,103,39.5,79.5,109,0,0,-6.6131,176.3561085,0,0,268.005,195,4350.336,79.5,86.3808965,0,304,1128.25135,1810.59,29.5,-7.568572,1,4,Medium
2.5,10,10,10,0,0,0,0,0,32.5,1.003841025,1282.5,-26.175,0,105.0425025,109.296825,2519.309435,102.8785125,70,20,67.5,77.5,0,0,1.29925,131.5609225,0,0,198.825,147.5,3231.085,65,62.768775,2.5,225,844.6445,1239.7,12.5,-7.9354925,1,4,Medium
0,2.5,21.5,0,0,2.5,2.5,0,0,29,1.003266335,1032,-25.46,0,68.365484,99.5041325,2459.685967,90.2684925,49,24,41.5,63,0,0,-0.174200000000001,104.9511015,2.5,2.5,154.744415,122,2619.451,41.5,49.239547,0,185,710.2371,1197.335,21.5,-7.976659,1,4,Medium
2.5,0,0,19.5,0,0,0,2.5,10,34.5,1.001928059,1577.5,-34.605,0,126.2067905,124.136937,3866.8498375,109.8065075,86.5,20,71.5,91.5,0,0,7.159,165.7542625,2.5,2.5,242.1346925,190,3997.0265,69,81.384608,2.5,281.5,1063.296,1381,22.5,-7.718946,1,4,Medium
7.5,7.5,0,0,0,7.5,0,0,7.5,30,1.001904689,1537.5,-28.275,0,128.29383,137.1204975,3418.6971375,97.2386625,97.5,22.5,75,90,0,0,-0.234750000000002,162.71688,0,0,241.725,180,3867.03,67.5,79.6674525,7.5,270,1024.81425,1329.15,22.5,-8.295207,1,4,Medium
2.5,0,0,2.5,0,0,0,16.5,10,31.5,1.000489086,1765.5,-43.155,0,129.0967415,108.768576,6274.2874475,89.9387555,94.5,20,65.5,85.5,0,0,21.4767,186.2446105,16.5,16.5,255.9269705,245,4565.6695,63,96.881566,2.5,330.5,1257.276,1302.1,22.5,-8.65629,1,4,Medium
0,8.5,0,0,0,3.75,0,0,0,12.25,1.000445173,586,-10.0175,0,52.29168,47.619979,1140.7980295,38.71903375,36.75,8.5,33,33,0,0,2.66065,60.00052975,0,0,91.7325,68.75,1467.62725,33,29.8736225,0,101.75,375.0328,494.13,0,-8.3622465,1,4,Medium
0,0,0,0,0,10,0,0,14,24,0.99974496,1220,-26.38,0,92.40468,114.238146,3041.345674,80.134036,72,28,48,76,0,0,-3.4494,127.249864,0,0,189.62,140,3075.544,48,62.481316,0,216,813.5554,1273.66,28,-8.570372,1,4,Medium
0,13.5,2.5,10,0,0,0,2.5,0,28.5,0.998513634,1246,-25.005,0,107.149595,90.1706315,2750.950842,87.8295225,70.5,16,68,70.5,0,0,7.3454,126.9849135,2.5,2.5,190.7346925,150,3151.9035,68,62.96507,0,220.5,814.1303,1064.63,2.5,-8.432714,1,4,Medium
0,2.5,15.5,0,0,10,0,0,2.5,30.5,0.997094563,1194,-25.52,0,84.7992455,120.2499075,2526.415509,98.64396,60.5,23,48,68.5,0,0,4.61485,125.159458,0,0,184.48,141.5,2994.052,48,59.411239,0,210,812.11395,1227.695,20.5,-8.267126,1,4,Medium
0,1.25,1.25,1.25,0,10.75,0,0,0,14.5,0.99662125,701.5,-11.505,0,55.9140135,66.55806875,1411.12225725,47.0408045,39.75,2.5,29,30.25,0,0,14.871075,77.6937895,0,0,110.245,91.5,1736.97825,29,38.661497,0,121.75,480.0145,427.625,1.25,-8.347822,1,4,Medium
0,11,13,0,0,0,0,0,0,24,0.996341195,870,-19.4,0,67.432663,78.727664,1717.294531,75.888195,46,24,46,59,0,0,-7.663,85.096919,0,0,133.6,94,2201.303,46,39.777224,0,153,562.748,1072,13,-8.341039,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.995908131,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
0,0,0,11,0,0,0,0,13,24,0.995673506,1090,-25.85,0,84.921379,92.272008,2682.257213,78.924567,61,26,48,74,0,0,-7.8488,110.899003,0,0,168.15,120,2766.99,48,53.672896,0,194,716.3443,1227.77,26,-8.531934,1,4,Medium
0,5,6.75,1.25,0,1.25,0,0,0,14.25,0.995037288,534,-11.4575,0,41.33944675,48.61435875,1056.32972775,45.246335,28,11.75,26.75,33.5,0,0,-1.13715,53.75162175,0,0,82.2925,60.25,1345.72325,26.75,25.40319275,0,93.75,350.63095,589.2575,6.75,-8.17723,1,4,Medium
0,2.5,10,2.5,0,0,0,15.5,0,30.5,0.987844134,1456,-36.285,0,101.7792355,88.073872,5087.3105275,85.480946,69,12.5,53.5,63.5,0,0,27.3804,153.3962485,15.5,15.5,207.7010935,210,3765.2865,53.5,79.3751045,0,273.5,1051.336,1020.625,10,-9.031712,1,4,Medium
13,11,0,0,0,0,0,0,0,24,0.983914116,1247,-19.92,0,112.585758,106.020774,2534.488974,75.758975,85,11,72,72,0,0,-1.7142,133.097144,0,0,198.08,146,3138.694,59,64.669351,13,218,830.7248,930.43,13,-8.63545,1,4,Medium
10,13.5,0,0,0,2.5,0,0,2.5,28.5,0.983811216,1446,-24.78,0,127.8787425,122.5255215,3009.7948595,90.600105,95.5,18.5,80.5,85.5,0,0,-2.4266,151.7930085,0,0,228.22,167.5,3640.181,70.5,74.1504075,10,253,952.30205,1196.38,15,-8.499809,1,4,Medium
0,2.5,19.5,0,0,10,0,0,2.5,34.5,0.980751185,1306,-28.68,0,90.8853495,133.0899075,2758.069121,111.46318,64.5,27,52,76.5,0,0,3.24565,136.239682,0,0,201.32,153.5,3278.368,52,64.170131,0,230,889.67955,1400.055,24.5,-7.693429,1,4,Medium
2.5,0,2.5,0,0,21.5,2.5,0,0,29,0.979924564,1515.5,-25.46,0,119.489887,139.8023475,3446.272947,91.763304,89.5,2.5,60.5,63,0,0,33.4084,169.1428465,2.5,2.5,235.744415,203,3771.874,58,85.0500015,2.5,266,1055.0945,842.5,5,-8.559206,1,4,Medium
0,2.5,2.5,0,0,10,0,0,15.5,30.5,0.978798713,1480,-32.41,0,112.5194575,137.4741145,3618.155743,101.004162,86.5,36,61,94.5,0,0,-6.87455,152.659073,0,0,229.59,167.5,3735.728,61,74.507242,0,262,981.24005,1605.995,33.5,-8.285528,1,4,Medium
0,5.5,6.5,0,0,0,0,0,0,12,0.978160368,435,-9.7,0,33.7163315,39.363832,858.6472655,37.9440975,23,12,23,29.5,0,0,-3.8315,42.5484595,0,0,66.8,47,1100.6515,23,19.888612,0,76.5,281.374,536,6.5,-8.132688,1,4,Medium
0,1.25,5,8.25,0,1.25,0,0,0,15.75,0.978112514,592.5,-12.4925,0,46.245068,51.58625575,1159.2470075,50.18036375,29,6.25,27.75,32.75,0,0,5.70575,62.326515,0,0,91.5075,71.25,1486.719,27.75,29.74007425,0,104,398.59925,523.4625,5,-8.089292,1,4,Medium
0,7.25,5,1.25,0,5,0,0,0,18.5,0.97792668,783.5,-14.905,0,63.8929875,69.59543775,1547.813227,58.9105225,44.25,12.25,39.25,44.25,0,0,3.94815,81.01467225,0,0,121.845,92.5,1963.23725,39.25,39.38183125,0,136.75,515.21755,717.1675,5,-8.391502,1,4,Medium
0,10,10,0,0,2.5,0,0,10,32.5,0.976974643,1370,-31.375,0,105.387205,123.77088,3138.523405,105.2071925,77.5,40,65,95,0,0,-15.176,135.8920075,0,0,211.125,147.5,3473.6875,65,64.89951,0,242.5,890.328,1683.85,30,-8.203756,1,4,Medium
0,2.5,2.5,23.5,0,0,0,2.5,0,31,0.976939274,1280,-26.54,0,105.4229465,94.062996,2814.54664,96.4379425,64.5,5,62,64.5,0,0,20.48775,136.0575325,2.5,2.5,195.6996925,162.5,3226.207,62,67.017124,0,227,865.6755,907.85,2.5,-8.02151,1,4,Medium
19.5,10,2.5,2.5,0,0,0,0,0,34.5,0.976594231,1741.5,-28.435,0,153.028812,152.7661325,3567.0056005,109.35843,115.5,12.5,96,98.5,0,0,0.31035,188.3355295,0,0,276.565,206.5,4381.277,76.5,90.8652315,19.5,305,1178.069,1266.675,22,-7.8964305,1,4,Medium
2.5,0,10,0,0,14.5,10,0,0,37,0.975385706,1916.5,-39.13,0,145.5551635,156.533015,5337.192806,109.107907,113.5,10,76.5,86.5,0,0,34.69945,207.296642,10,10,287.18766,259,4849.3745,74,105.505327,2.5,345.5,1346.7695,1248.05,12.5,-7.6773105,1,4,Medium
14,0,10,0,0,0,0,0,0,24,0.975006764,1078,-19.52,0,85.143034,106.43258,2269.977226,76.77616,66,10,52,62,0,0,-1.8088,118.173894,0,0,170.48,128,2715.394,38,55.360258,14,190,753.984,881.7,24,-8.350314,1,4,Medium
2.5,0,17.5,0,0,10,2.5,0,0,32.5,0.974514569,1337.5,-28.225,0,94.87438,129.5909975,3101.910545,102.2016175,70,17.5,52.5,70,0,0,12.5005,143.01146,2.5,2.5,204.479415,167.5,3364.0925,50,68.8926925,2.5,237.5,932.0345,1186.4,20,-8.101004,1,4,Medium
2.5,0,10,0,0,12.5,10,0,0,35,0.973967324,1812.5,-37.55,0,137.3050075,146.383215,5126.22525,102.562905,107.5,10,72.5,82.5,0,0,31.95625,195.52582,10,10,270.76766,245,4593.0325,70,99.591735,2.5,327.5,1274.7815,1195.45,12.5,-7.899422,1,4,Medium
0,0,7.5,20,0,0,0,0,0,27.5,0.973461194,1010,-21.725,0,79.450225,84.65282,1957.3373225,87.4940375,47.5,7.5,47.5,55,0,0,12.14275,106.93662,0,0,155.775,122.5,2535.4325,47.5,50.9420025,0,177.5,682.0355,849.175,7.5,-8.047181,1,4,Medium
0,3.75,7.5,0,0,0,0,0,0,11.25,0.969730616,382.5,-9.0375,0,27.65672625,36.68784,763.1301675,35.7039,18.75,11.25,18.75,26.25,0,0,-3.662625,37.50934875,0,0,58.4625,41.25,968.5275,18.75,17.21070375,0,67.5,251.34225,497.6625,7.5,-8.022327,1,4,Medium
15,7.5,0,0,0,0,0,0,0,22.5,0.969263502,1200,-18.675,0,107.4131775,104.86773,2469.177,71.2587,82.5,7.5,67.5,67.5,0,0,-0.46125,130.4035725,0,0,191.325,142.5,3018.66,52.5,63.1430925,15,210,811.8885,831.975,15,-8.63408,1,4,Medium
0,7.5,7.5,7.5,0,0,0,7.5,0,30,0.96468985,1320,-29.85,0,101.9466825,91.368855,3646.2315,89.4211275,67.5,15,60,67.5,0,0,15.12675,136.7648175,7.5,7.5,195.8690775,172.5,3371.25,60,68.69127,0,240,906.7365,1066.65,7.5,-8.82405,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.963408302,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
0,6.25,5,1.25,0,5,0,0,0,17.5,0.962273261,737.5,-14.075,0,59.5609125,66.23201375,1460.138655,55.7990925,41.25,11.25,36.25,41.25,0,0,4.24025,76.55229125,0,0,114.675,87.5,1847.12125,36.25,37.17175625,0,128.75,486.97575,670.6375,5,-8.3658,1,4,Medium
0,7.75,1.25,1.25,0,5,0,0,0,15.25,0.961772188,701.5,-12.3575,0,60.3533025,59.23964975,1374.47525175,48.44821875,42,9,37,38.25,0,0,5.085725,72.85815275,0,0,109.6425,83.75,1754.749,37,36.0254075,0,122,456.6207,578.845,1.25,-8.383051,1,4,Medium
0,12,0,0,0,0,0,0,0,12,0.960676378,552,-9.96,0,51.9849,40.361088,1052.094864,37.33716,36,12,36,36,0,0,-3.5052,53.548572,0,0,86.04,60,1393.392,36,26.5209,0,96,338.9016,558.36,0,-8.379476,1,4,Medium
2.5,0,19.5,0,0,10,2.5,0,0,34.5,0.958782645,1393.5,-29.805,0,97.917432,136.0109975,3217.737351,108.6112275,72,19.5,54.5,74,0,0,11.8159,148.551572,2.5,2.5,212.899415,173.5,3506.2505,52,71.2721385,2.5,247.5,970.8173,1272.58,22,-7.836002,1,4,Medium
0,1.25,8.25,5,0,1.25,0,0,0,15.75,0.958349984,553.5,-12.4925,0,40.13372575,52.17486,1099.98021225,50.284055,25.75,9.5,24.5,32.75,0,0,2.2029,57.328002,0,0,85.0075,64.75,1392.3455,24.5,26.7785735,0,97.5,374.4238,578.03,8.25,-8.067038,1,4,Medium
0,5,7.75,1.25,0,1.25,0,0,0,15.25,0.956241271,562,-12.2475,0,42.86097275,51.82435875,1114.24313075,48.45114,29,12.75,27.75,35.5,0,0,-1.47945,56.52167775,0,0,86.5025,63.25,1416.80225,27.75,26.59291575,0,98.75,370.02235,632.3475,7.75,-8.1777725,1,4,Medium
0,2.5,2.5,0,0,17.5,0,0,10,32.5,0.955432011,1595,-31.075,0,123.3613675,150.5937,3628.8702625,106.922945,92.5,25,65,87.5,0,0,10.156,169.929895,0,0,248.925,192.5,3992.29,65,83.752965,0,280,1072.989,1406.2,22.5,-8.03513,1,4,Medium
0,0,3.75,5,0,3.75,0,0,0,12.5,0.955379137,500,-9.875,0,38.18446,46.21283,993.48612875,40.1543975,25,3.75,21.25,25,0,0,7.537375,53.99830125,0,0,77.625,62.5,1247.7725,21.25,26.05421625,0,87.5,341.84525,391.7125,3.75,-8.082044,1,4,Medium
0,7.5,7.5,0,0,7.5,0,0,7.5,30,0.955270229,1320,-27.975,0,102.2439675,121.3744725,2947.238805,97.3132125,75,30,60,82.5,0,0,-3.66675,135.0244425,0,0,204.525,150,3326.2275,60,65.30661,0,232.5,870.21225,1410.825,22.5,-8.46189,1,4,Medium
0,1.25,5,6.75,0,1.25,0,0,0,14.25,0.954924479,532.5,-11.3075,0,41.1421595,47.04291925,1045.0229975,45.42101375,26,6.25,24.75,29.75,0,0,4.6025,55.864425,0,0,82.1925,63.75,1336.5435,24.75,26.58864325,0,93.5,358.35425,484.0125,5,-8.076748,1,4,Medium
7.5,7.5,0,0,0,7.5,0,0,7.5,30,0.954830378,1537.5,-28.275,0,128.29383,137.1204975,3418.6971375,97.2386625,97.5,22.5,75,90,0,0,-0.234750000000002,162.71688,0,0,241.725,180,3867.03,67.5,79.6674525,7.5,270,1024.81425,1329.15,22.5,-8.295207,1,4,Medium
0,0,0,0,0,17,0,0,7.5,24.5,0.953499591,1259,-23.33,0,97.530201,120.2853425,2857.4248835,81.0302095,73.5,15,49,64,0,0,14.12145,136.6925695,0,0,197.17,156.5,3139.8895,49,67.897687,0,220.5,854.90625,988.525,15,-8.627428,1,4,Medium
0,7.5,7.5,0,0,7.5,0,0,7.5,30,0.952572641,1320,-27.975,0,102.2439675,121.3744725,2947.238805,97.3132125,75,30,60,82.5,0,0,-3.66675,135.0244425,0,0,204.525,150,3326.2275,60,65.30661,0,232.5,870.21225,1410.825,22.5,-8.46189,1,4,Medium
0,5,5,5,0,1.25,0,0,0,16.25,0.951991562,635,-13.0375,0,51.4340475,54.3552,1240.5412975,51.53630125,33.75,10,32.5,37.5,0,0,2.22,65.05924875,0,0,98.2125,73.75,1596.77375,32.5,31.199755,0,111.25,417.3085,612.475,5,-8.236103,1,4,Medium
0,0,0,8.5,0,3.75,0,0,0,12.25,0.951747726,535,-9.6775,0,44.385524,44.7764485,1042.8335575,39.24152875,28.25,0,24.5,24.5,0,0,11.39525,58.68880125,0,0,83.5725,68.75,1331.63575,24.5,28.946094,0,93.25,363.0325,322.175,0,-8.074254,1,4,Medium
0,3.75,10,0,0,0,0,0,0,13.75,0.951072723,452.5,-11.0125,0,31.46054125,44.71284,907.913675,43.7159125,21.25,13.75,21.25,31.25,0,0,-4.518375,44.43448875,0,0,68.9875,48.75,1146.225,21.25,20.18501125,0,80,299.82075,605.3875,10,-7.999626,1,4,Medium
2.5,2.5,0,0,0,10,0,0,17.5,32.5,0.949539647,1652.5,-35.15,0,128.510445,151.7926675,4059.0953625,107.75203,100,37.5,70,105,0,0,-8.18275,171.6607075,0,0,257.35,187.5,4172.2575,67.5,83.9960975,2.5,292.5,1097.57625,1723.15,37.5,-7.8146806,1,4,Medium
0,2.5,2.5,0,0,10,0,0,17.5,32.5,0.94772069,1580,-35.05,0,119.8271575,146.5439925,3901.942585,107.77688,92.5,40,65,102.5,0,0,-9.32675,162.429895,0,0,244.95,177.5,3991.99,65,79.20915,0,280,1046.04225,1750.375,37.5,-7.901469,1,4,Medium
0,7.5,7.5,0,0,0,0,10,0,25,0.946610035,1175,-27.85,0,87.2755175,75.10267,3736.1786625,71.7085825,60,15,50,57.5,0,0,14.4,121.1913975,10,10,170.60877,160,3025.8425,50,62.079325,0,217.5,821.599,935.15,7.5,-9.1682415,1,4,Medium
0,2.5,2.5,0,0,10,0,0,13.5,28.5,0.94593638,1380,-29.77,0,105.2117575,128.4042365,3334.368901,94.231444,80.5,32,57,86.5,0,0,-4.42235,142.888251,0,0,214.23,157.5,3479.466,57,69.805334,0,244,916.43785,1461.615,29.5,-8.390211,1,4,Medium
0,2.5,2.5,0,0,2.5,0,0,24.5,32,0.945408845,1540,-38.365,0,114.4660225,140.2268155,4104.068197,106.9376355,91,54,64,115.5,0,0,-28.19645,152.4871895,0,0,237.135,160,3927.6245,64,73.489858,0,275.5,1002.89495,2058.455,51.5,-8.477818,1,4,Medium
0,1.25,5,7.25,0,5,0,0,0,18.5,0.94477228,747.5,-14.665,0,58.3121715,67.58823975,1478.661835,59.2793425,38.25,6.25,33.25,38.25,0,0,10.11375,80.08874625,0,0,116.085,92.5,1867.24325,33.25,38.72710525,0,130.75,506.74675,595.7875,5,-8.218333,1,4,Medium
10,0,12.5,2.5,10,0,0,0,0,35,0.944685408,1580,-33.35,0,122.9580125,149.0889375,3620.3040875,112.7374125,97.5,12.5,87.5,100,0,0,-12.731,163.3363,0,0,246.65,180,4001.82,77.5,77.7254325,0,280,1017.3175,1590.675,22.5,-7.7688165,1,4,Medium
0,0,0,3.75,0,8.5,0,0,0,12.25,0.941539733,592,-9.6775,0,47.82043425,54.49499125,1182.172138,39.7146335,33,0,24.5,24.5,0,0,14.416725,66.1812185,0,0,93.0725,78.25,1464.89225,24.5,33.0113435,0,102.75,406.5615,322.175,0,-8.221641,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.940722864,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
0,5,9.75,1.25,0,1.25,0,0,0,17.25,0.939370205,618,-13.8275,0,45.90402475,58.24435875,1230.06993675,54.86075,31,14.75,29.75,39.5,0,0,-2.16405,62.06178975,0,0,94.9225,69.25,1558.96025,29.75,28.97236175,0,108.75,408.80515,718.5275,9.75,-8.181824,1,4,Medium
0,1.25,1.25,1.25,0,11.75,0,0,0,15.5,0.939091191,753.5,-12.295,0,60.0390915,71.63296875,1516.60603525,50.3133055,42.75,2.5,31,32.25,0,0,16.242675,83.5792005,0,0,118.455,98.5,1865.14925,31,41.618293,0,130.75,516.0085,453.925,1.25,-8.381501,1,4,Medium
2.5,2.5,2.5,23.5,0,0,0,0,0,31,0.938922005,1267.5,-24.69,0,107.0666715,100.8861735,2455.4157125,98.3409,67,5,64.5,67,0,0,15.9865,135.476455,0,0,197.31,155,3178.702,62,65.633169,2.5,222,849.6005,922.6,5,-7.971416,1,4,Medium
0,7.5,7.5,7.5,0,0,0,7.5,0,30,0.938187772,1320,-29.85,0,101.9466825,91.368855,3646.2315,89.4211275,67.5,15,60,67.5,0,0,15.12675,136.7648175,7.5,7.5,195.8690775,172.5,3371.25,60,68.69127,0,240,906.7365,1066.65,7.5,-8.82405,1,4,Medium
0,0,7.5,17,0,0,0,0,0,24.5,0.938133574,890,-19.355,0,69.244408,75.566147,1728.8893025,77.9753375,41.5,7.5,41.5,49,0,0,9.93625,94.01244,0,0,137.145,107.5,2235.0815,41.5,44.6391405,0,156.5,601.5455,770.275,7.5,-8.054464,1,4,Medium
2.5,10,0,0,0,2.5,0,0,15.5,30.5,0.937708829,1507.5,-32.81,0,122.7552225,129.8867195,3641.7394755,99.7712795,94,41,73.5,104.5,0,0,-18.2083,151.2171605,0,0,234.19,162.5,3825.583,71,73.693782,2.5,267,974.63255,1730.495,33.5,-8.350581,1,4,Medium
0,1.25,5,6.75,0,5,0,0,0,18,0.937448498,727.5,-14.27,0,56.611202,66.07379425,1440.587165,57.6928925,37.25,6.25,32.25,37.25,0,0,9.746,77.93471625,0,0,112.98,90,1817.18475,32.25,37.67662825,0,127.25,493.33175,582.6375,5,-8.210352,1,4,Medium
0,10,2.5,0,0,10,0,0,12.5,35,0.935466885,1675,-34.675,0,134.04847,149.0949775,3850.03477,114.18081,100,37.5,77.5,105,0,0,-5.387,171.4706975,0,0,260.325,190,4222.205,77.5,84.0299425,0,295,1095.85025,1738.4,27.5,-7.686998,1,4,Medium
0,2.5,19.5,0,0,10,2.5,0,0,34.5,0.935185523,1366,-29.805,0,96.260517,131.1458825,3134.987496,108.40264,69.5,22,54.5,74,0,0,10.7974,143.551572,2.5,2.5,207.899415,168.5,3438.5755,54.5,69.036071,0,242.5,941.4093,1308.405,19.5,-7.8716345,1,4,Medium
0,0,20,0,0,7.5,0,0,0,27.5,0.934443796,950,-21.725,0,61.368605,102.26175,1949.396395,88.6398575,42.5,20,35,55,0,0,3.441,99.5417025,0,0,145.775,112.5,2382.8625,35,45.97043,0,167.5,657.783,1059.05,20,-8.072196,1,4,Medium
2.5,2.5,26.5,2.5,0,0,0,0,0,34,0.934147803,1099.5,-27.06,0,72.1425765,114.3194625,2246.2012445,108.62532,49,29,46.5,73,0,0,-7.6742,111.488539,0,0,167.94,122,2782.141,44,50.066487,2.5,195,751.5641,1404.46,29,-7.205278,1,4,Medium
0,10,2.5,0,0,2.5,0,0,19.5,34.5,0.933756525,1635,-37.99,0,128.687335,142.7778005,4052.160382,113.3415655,98.5,51.5,76.5,118,0,0,-24.2567,161.527992,0,0,252.51,172.5,4157.8395,76.5,78.3106505,0,290.5,1052.70295,2046.48,41.5,-7.8200808,1,4,Medium
10,0,2.5,12.5,10,0,0,0,0,35,0.933696734,1700,-33.35,0,141.7621425,147.2778475,3802.6634575,112.4183625,107.5,2.5,97.5,100,0,0,-1.953,178.71634,0,0,266.65,200,4292.2,87.5,86.8377425,0,300,1091.7035,1422.775,12.5,-7.759219,1,4,Medium
0,1.25,10.75,1.25,0,1.25,0,0,0,14.5,0.933650696,473.5,-11.505,0,31.1802695,48.84151875,959.20369475,46.3976925,20.75,12,19.5,30.25,0,0,-1.410975,48.097917,0,0,72.245,53.5,1194.60425,19.5,21.8743035,0,83.75,322.2898,587.13,10.75,-7.8910127,1,4,Medium
